INDEX;NAME;SHIRTNAME;JAPANESE PLAYER NAME;SPACING;COMMENTARY;AGE;NATIONALITY;FOOT;WEIGHT;HEIGHT;FORM;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;INJURY TOLERANCE;GROWTH TYPE;MARKET PRICE;GK 0;SW 1;CB 2;LB 3;RB 4;DMF 5;CMF 6;LMF 7;RMF 8;AMF 9;LWF 10;RWF 11;SS 12;CF 13;POSITION;ATTACK;DEFENCE;HEADER ACCURACY;DRIBBLE ACCURACY;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;PLACE KICKING;SWERVE;BALL CONTROLL;GOAL KEEPING SKILLS;RESPONSE;EXPLOSIVE POWER;DRIBBLE SPEED;TOP SPEED;BODY BALANCE;STAMINA;KICKING POWER;JUMP;TENACITY;TEAMWORK;S01 1-TOUCH PLAY;S02 OUTSIDE CURVE;S03 LONG THROW;S04 SUPER-SUB;S05 SPEED MERCHANT;S06 LONG RANGE DRIVE;S07 SHOULDER FEINT SKILLS;S08 TURNING SKILLS;S09 ROULETTE SKILLS;S10 FLIP FLAP SKILLS;S11 FLICKING SKILLS;S12 SCISSORS SKILLS;S13 STEP ON SKILLS;S14 DEFT TOUCH SKILLS;S15 KNUCKLE SHOT;S16 JUMPING VOLLEY;S17 SCISSOR KICK;S18 HEEL FLICK;S19 WEIGHTED PASS;S20 DOUBLE TOUCH;S21 RUN AROUND;S22 SOMBRERO;S23 180 DRAG;S24 LUNGING TACKLE;S25 DIVING HEADER;S26 GK LONG THROW;P01 CLASSIC NO.10;P02 ANCHOR MAN;P03 TRICKSTER;P04 DARTING RUN;P05 MAZING RUN;P06 PINPOINT PASS;P07 EARLY CROSS;P08 BOX TO BOX;P09 INCISIVE RUN;P10 LONG RANGER;P11 ENFORCER;P12 GOAL POACHER;P13 DUMMY RUNNER;P14 FREE ROAMING;P15 TALISMAN;P16 FOX IN THE BOX;P17 OFFENSIVE SIDEBACK;P18 TRACK BACK;ATTACK AWARENESS;DEFENCE AWARENESS;SKIN COLOR;SKIN TEXTURE;FACE MODE;LINKED FACE;FACE SLOT;LINKED HAIR;HAIR SLOT;BOOTS;UNTUCKED SHIRT;TIGHT KIT;GLOVES;DRIBBLE STYLE;FREE KICK STYLE;PENALTY KICK STYLE;DROP KICK STYLE;GOAL CELEBRATION STYLE #1;GOAL CELEBRATION STYLE #2;CLUB TEAM;NUMBER;NATIONAL TEAM
41228;RENATO SILVA;RENATO SILVA;??? ????;2;0;29;Brazil;R;80;183;5;5;5;A;54;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;CB;60;73;77;73;70;72;71;73;61;60;58;72;50;75;76;70;78;79;79;76;80;68;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4213;26;0;0;0;1;1;1;1;0;0;VASCO DA GAMA;33;
41230;JÚNIOR CÉSAR;JUNIOR CESAR;?????? ????;2;0;30;Brazil;L;62;166;5;4;4;A;42;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;LB;68;63;60;74;67;66;68;70;60;62;63;75;50;70;82;80;81;65;81;67;78;65;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Default;0;131;0;4212;28;0;0;0;1;1;1;1;0;0;ATLÉTICO MINEIRO;6;
41231;JEAN;JEAN;????;2;0;26;Brazil;R;70;170;4;5;5;A;13;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;DMF;70;55;66;75;75;72;73;73;68;68;78;76;50;72;81;80;82;72;78;85;80;66;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4533;19;0;0;0;1;1;1;1;0;0;FLUMINENSE FC;25;
41232;ÓSCAR;OSCAR;????;2;1865;21;Brazil;R;66;179;4;5;5;A;42;3;0;0;0;0;0;1;1;1;1;1;0;0;0;0;AMF;80;43;63;83;82;70;78;76;75;78;80;83;50;68;82;80;78;71;79;76;72;65;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;Default;0;131;0;4539;1;0;0;0;1;1;1;1;0;0;SC INTERNACIONAL;16;
41234;HENRIQUE;HENRIQUE;????;2;0;21;Brazil;R;74;177;3;5;5;A;80;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;SS;73;35;71;80;72;69;67;68;73;66;60;80;50;74;81;82;82;79;73;79;78;65;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4532;23;0;0;0;1;1;1;1;0;0;SPORT RECIFE;21;
41235;WELLINGTON;WELLINGTON;??????;2;0;21;Brazil;R;70;173;3;5;5;A;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;AMF;66;31;55;80;74;63;73;68;65;67;68;80;50;76;82;71;73;65;73;65;73;61;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;1;Default;0;131;0;4508;7;0;0;0;1;1;1;1;0;0;SÃO PAULO;5;
41236;XANDÃO;XANDAO;?????;2;0;24;Brazil;R;87;193;4;6;6;A;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;61;78;77;82;66;72;68;79;68;65;60;79;50;75;73;81;78;86;75;83;81;66;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1;Default;0;131;0;4516;25;0;0;0;2;1;1;1;0;0;SPORTING;4;
41240;FERNANDINHO;FERNANDINHO;?????????;2;0;26;Brazil;L;66;171;4;3;4;A;58;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;SS;74;43;66;77;68;70;71;75;70;61;65;74;50;69;77;79;81;80;74;79;77;65;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;1;Default;0;131;0;4310;26;0;0;0;1;1;1;1;0;0;SÃO PAULO;12;
41244;A. GONZÁLES;GONZALES;????? ?????;2;0;26;Peru;L;64;164;5;4;4;A;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;65;59;66;75;76;72;78;70;66;70;70;78;50;75;75;72;73;68;78;75;73;69;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;1;Default;0;131;0;4310;28;0;0;0;1;1;1;1;0;0;;5;PERÚ
41252;CARMONA;CARMONA;????;2;0;26;Peru;R;86;187;5;5;5;A;57;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;RB;58;72;76;69;66;67;69;75;59;54;56;70;50;73;68;65;74;83;78;82;71;68;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4364;21;1;0;0;1;1;1;1;0;0;;4;PERÚ
41253;REVOREDO;REVOREDO;????;2;0;26;Peru;R;75;177;5;5;5;A;52;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;RB;61;73;73;71;68;67;75;74;63;62;64;72;50;75;76;74;77;75;79;72;77;70;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4538;24;0;0;0;1;1;1;1;0;0;;13;PERÚ
41278;FIDELEFF;FIDELEFF;?????;2;855;23;Argentina;L;84;188;4;4;4;B;44;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;CB;55;73;78;73;73;72;73;75;56;60;65;73;50;79;75;73;76;83;79;77;81;72;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4399;27;0;0;0;1;1;1;1;0;0;PARMA F.C.;3;
41296;D. FERNANDES;D. FERNANDES;???? ???????;2;0;29;Portugal;R;94;195;5;3;3;A;52;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;74;55;54;56;52;58;61;45;45;45;58;76;81;62;53;70;83;57;84;72;68;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Special;1;781;1;4856;18;0;0;0;1;1;1;1;0;0;FC TWENTE;25;
41298;D. ADJEI;ADJEI;???? ????;2;0;22;Ghana;R;80;186;4;4;3;A;13;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;68;55;50;53;52;51;50;45;45;45;58;74;81;70;51;66;84;51;71;76;64;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;1;Special;1;796;1;4871;25;0;0;0;1;1;1;1;0;0;;1;GANA
41301;J. MENSAH;MENSAH;????? ????;2;0;22;Ghana;R;75;188;4;5;5;A;62;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;CB;57;70;70;71;66;68;66;70;61;65;60;67;50;76;69;68;78;84;77;78;77;65;66;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;1;Special;1;800;1;4875;18;0;0;0;1;1;1;1;0;0;EVIAN THONON GAILLARD;25;GANA
41303;TZAVELAS;TZAVELAS;??????;2;0;24;Greece;L;72;183;4;3;3;A;8;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;65;66;68;73;68;66;83;81;64;81;82;76;50;68;78;72;75;74;78;78;72;70;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Special;1;1683;1;5758;18;0;0;1;1;1;1;1;0;0;;3;GRÉCIA
41306;T. OAR;OAR;??;2;0;20;Australia;L;73;169;3;4;5;B;48;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;LWF;68;39;67;75;67;66;74;78;65;77;73;75;50;78;74;83;75;69;75;80;73;65;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4512;25;0;0;0;1;2;1;1;0;0;FC UTRECHT;10;
41419;M. RODRÍGUEZ;RODRIGUEZ;????? ?????;2;1633;26;Argentina;R;73;178;5;5;5;A;3;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;RB;71;68;71;75;69;72;73;77;71;63;66;73;50;74;80;81;83;76;86;79;82;72;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;1;Default;0;131;0;4373;27;0;0;0;1;1;1;1;0;0;;13;ARGENTINA
41424;F. SEYMOUR;SEYMOUR;?????;2;838;25;Chile;R;67;174;5;5;5;A;42;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;DMF;69;69;66;73;72;72;78;73;69;68;70;77;50;73;76;75;74;73;79;75;71;77;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4537;1;0;0;0;1;1;1;1;0;0;GENOA CFC;4;
41425;E. VARGAS;VARGAS;?????? ????;2;728;22;Chile;R;67;173;4;4;4;A;80;2;0;0;0;0;0;0;0;1;1;1;1;1;1;1;SS;74;42;77;80;72;70;72;70;72;65;66;80;50;82;83;84;78;75;80;77;80;75;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4519;21;0;0;0;1;1;1;1;0;0;S.S.C. NAPOLI;16;CHILE
41428;M. DÍAZ;DIAZ;???? ????;2;1570;25;Chile;R;67;168;5;5;5;A;3;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;DMF;70;66;68;76;82;68;78;73;75;80;78;78;50;80;81;76;78;69;83;75;74;69;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;1;Default;0;131;0;4537;18;0;0;0;1;1;1;1;0;0;;21;CHILE
41446;C. JORQUERA;JORQUERA;????;2;531;24;Chile;R;69;174;4;5;5;A;61;2;0;0;0;0;0;0;1;1;1;1;1;1;1;0;SS;72;46;67;82;82;80;78;77;72;78;77;78;50;72;80;74;73;67;82;75;73;66;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4344;3;0;0;0;1;1;1;1;0;0;GENOA CFC;19;
41447;E. MIRALLES;MIRALLES;?????;2;0;29;Argentina;R;72;172;4;5;5;A;54;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;CF;77;30;73;76;73;71;67;70;78;67;66;77;50;73;76;78;81;69;76;74;78;74;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4342;0;0;0;0;1;1;1;1;0;0;GRÊMIO;18;
41451;C. ARÁNGUIZ;ARANGUIZ;?????;2;461;23;Chile;R;67;172;5;5;5;A;4;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;CMF;70;59;68;77;80;71;75;72;73;76;77;80;50;78;80;77;75;71;83;76;75;68;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;1;Default;0;131;0;4528;21;0;0;0;1;1;1;1;0;0;;20;CHILE
41479;F. GUTIÉRREZ;GUTIERREZ;???? ??????;2;835;21;Chile;L;64;170;4;4;4;A;52;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;AMF;70;43;66;83;81;69;80;71;73;75;76;83;50;70;85;80;73;66;76;71;72;66;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Default;0;131;0;4513;18;0;0;0;1;1;1;1;0;0;FC TWENTE;21;
41502;F. BERTOGLIO;BERTOGLIO;??????;2;0;22;Argentina;R;64;173;4;5;4;B;58;2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;AMF;70;42;65;82;76;75;73;74;70;68;72;80;50;76;83;83;80;69;75;75;67;65;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;1;Default;0;131;0;4453;26;0;0;0;1;1;1;1;0;0;FC DYNAMO KYIV;18;
41537;R. ÁLVAREZ;ALVAREZ;???? ?????;2;2066;24;Argentina;L;84;188;4;4;4;A;96;4;0;0;0;0;0;0;0;1;1;1;0;0;1;0;AMF;76;53;69;87;80;77;82;78;73;76;80;84;50;72;80;83;83;82;79;83;75;68;70;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;Special;1;1826;1;5901;7;1;0;1;1;1;1;1;0;0;INTER;11;ARGENTINA
41581;JAMES RODRÍGUEZ;JAMES;??? ?????;2;1162;21;Colombia;L;79;180;4;6;6;B;25;3;0;0;0;0;0;0;1;1;1;1;1;1;1;0;SS;75;54;67;85;83;81;82;83;78;81;78;83;50;79;85;80;79;73;82;82;71;69;77;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;2;1;Special;1;1883;1;5958;3;1;0;0;1;1;1;1;0;0;FC PORTO;19;COLÔMBIA
41603;CONTENTO;CONTENTO;?????;2;503;22;Germany;L;70;176;4;3;3;C;58;2;0;0;1;1;0;0;0;1;0;0;0;0;0;0;LB;68;62;70;76;73;73;74;72;63;65;72;77;50;77;80;80;83;74;81;75;72;67;68;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Special;1;1386;1;5461;27;1;0;1;1;1;1;1;0;0;FC BAYERN MÜNCHEN;26;
41604;MEHMET EKICI;MEHMET EKICI;???? ???;2;0;22;Turkey;R;76;180;4;5;4;B;3;3;0;0;0;0;0;1;1;1;1;1;0;0;1;0;AMF;74;47;70;82;83;74;77;73;70;77;74;80;50;72;76;78;74;76;77;78;75;72;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Special;1;1729;1;5804;21;1;0;0;1;1;1;1;0;0;;10;TURQUIA
41605;HÖWEDES;HOWEDES;?????;2;0;24;Germany;R;80;187;6;4;4;B;3;4;0;0;1;1;1;1;0;0;0;0;0;0;0;0;CB;58;83;87;70;72;76;71;75;62;63;64;70;50;81;73;74;77;84;78;80;78;83;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Special;1;1192;1;5267;1;1;0;0;1;1;1;1;0;0;SCHALKE04;4;ALEMANHA
41607;MORITZ;MORITZ;????;2;0;22;Germany;R;71;187;5;4;4;B;63;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;CMF;66;66;70;72;72;73;72;74;63;63;65;74;50;77;72;75;77;75;83;77;72;70;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;Default;0;131;0;4516;26;1;0;1;1;1;1;1;0;0;SCHALKE04;28;
41609;ABDENNOUR;ABDENNOUR;?????;2;0;23;Tunisia;L;84;187;6;3;3;B;59;2;0;0;1;1;0;0;0;1;0;0;0;0;0;0;LB;69;69;73;79;74;73;78;79;63;63;65;76;50;82;78;83;86;78;82;79;81;75;66;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;3;1;Default;0;131;0;4213;18;0;0;0;1;1;1;1;0;0;TOULOUSE FC;23;
41615;J. D. VALENCIA;VALENCIA;??? ?????;2;595;26;Colombia;L;77;183;4;4;3;A;74;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;LB;68;66;69;74;66;67;71;75;63;66;69;73;50;70;75;76;83;80;77;81;77;65;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;1;Default;0;131;0;4217;26;0;0;0;1;1;1;1;0;0;;5;COLÔMBIA
41640;BACCA;BACCA;???;2;0;26;Colombia;R;76;179;4;5;5;A;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;72;31;77;75;69;64;68;66;75;59;60;79;50;74;78;76;81;73;73;75;79;65;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4537;21;0;0;0;1;1;1;1;0;0;CLUB BRUGGE KV;70;
41686;D. ARIAS;ARIAS;???? ????;2;646;27;Colombia;R;74;174;5;5;5;A;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;DMF;63;65;66;76;78;72;76;70;65;61;61;78;50;75;75;70;71;71;77;71;73;68;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;Default;0;131;0;4372;19;0;0;0;1;1;1;1;0;0;CRUZEIRO;26;
41698;F. URIBE;URIBE;???;2;0;24;Colombia;R;77;181;4;5;5;A;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;73;35;75;73;71;68;69;69;75;63;61;78;50;78;79;73;76;76;76;73;76;65;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3;1;3;1;Default;0;131;0;4213;26;0;0;0;1;1;1;1;0;0;A.C. CHIEVO VERONA;90;
41764;J.P. BARRIENTOS;BARRIENTOS;??????;2;0;22;Uruguay;R;69;173;4;6;6;A;75;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;SS;70;38;66;85;68;73;79;75;69;78;76;81;50;78;85;79;78;68;72;70;75;68;67;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;2;1;Default;0;131;0;4528;25;0;0;0;2;1;1;1;0;0;VISICUTAO;14;
41792;A. ANDAVERIS;ANDAVERIS;??????;2;0;33;Bolivia;L;62;172;4;4;4;A;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;71;33;77;73;66;66;65;68;72;55;59;73;50;71;71;69;78;77;70;73;73;69;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;6;1;Default;0;131;0;4214;21;0;0;0;1;1;1;1;0;0;;11;BOLÍVIA
41804;J. L. CHÁVEZ;CHAVEZ;?? ??? ????;2;0;26;Bolivia;R;68;173;4;5;5;A;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;LMF;61;46;66;71;72;67;70;77;69;64;64;77;50;75;78;76;80;65;79;73;75;67;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Default;0;131;0;4316;21;0;0;0;1;1;1;1;0;0;;8;BOLÍVIA
41822;G. VALVERDE;VALVERDE;?????;2;0;22;Bolivia;R;73;181;4;5;5;A;22;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;CB;53;68;71;66;74;69;70;72;66;63;61;70;50;77;75;73;73;75;76;79;74;62;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1;Default;0;131;0;4520;23;0;0;0;1;1;1;1;0;0;;4;BOLÍVIA
41829;R. CARDOZO;CARDOZO;??? ?????;2;0;22;Bolivia;L;67;171;4;4;4;A;3;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;AMF;70;45;64;81;74;70;77;76;70;71;73;82;50;68;84;80;75;68;77;73;71;65;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4516;21;0;0;0;1;1;1;1;0;0;;22;BOLÍVIA
41836;KOZLOV;KOZLOV;????;2;0;19;Russia;R;70;170;3;6;6;A;53;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;RWF;66;35;65;78;64;65;66;69;67;57;58;76;50;69;83;80;81;67;72;71;78;64;61;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;Default;0;131;0;4531;6;0;0;0;4;1;1;1;0;0;FC SPARTAK MOSCOW;49;
41838;CHEMINAVA;CHEMINAVA;?????;2;0;21;Russia;R;76;186;3;5;5;A;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;46;68;70;65;62;65;62;66;55;50;52;66;50;71;68;65;75;81;75;71;76;63;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4350;23;0;0;0;1;1;1;1;0;0;FC ZENIT ST. PETERSBURG;50;
41839;KANUNNIKOV;KANUNNIKOV;??????;2;0;21;Russia;R;74;183;3;5;5;A;53;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;CF;70;36;71;71;65;63;65;66;70;60;58;74;50;72;76;71;81;78;76;73;78;66;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4530;22;0;0;0;1;1;1;1;0;0;FC ZENIT ST. PETERSBURG;99;
41843;RING;RING;???;2;0;21;Finland;R;69;173;5;7;6;A;3;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;CMF;68;49;65;81;78;74;78;71;65;67;66;81;50;72;80;76;75;70;78;72;72;70;71;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;Default;0;131;0;4419;8;0;0;0;1;1;1;1;0;0;;19;FINLÂNDIA
41846;JORDI FIGUERAS;JORDI;?????;2;0;25;Spain;L;82;185;5;4;4;A;52;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;CB;58;71;70;73;72;75;73;75;63;66;65;73;50;74;73;71;76;81;80;83;72;67;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4470;22;0;0;0;1;8;1;1;0;0;CLUB BRUGGE KV;22;
